1.364,3.1,2.56,1.52,1.16,2.7,3.03,1.7,1.66,2.55,0.96,3.36,0.16,0.845,1.92,Type 1
1.406,1.63,2.28,1.6,1.26,3,3.17,2.4,2.1,2.825,1.09,3.71,0.23,0.78,2.18,Type 1
1.293,3.8,2.65,1.86,1.02,2.41,2.41,2.5,1.98,2.25,1.03,3.52,0.24,0.77,2.06,Type 1
1.371,1.86,2.36,1.66,1.01,2.61,2.88,2.7,1.69,1.9,1.11,4,0.26,1.035,2.22,Type 1
1.285,1.6,2.52,1.78,0.95,2.48,2.37,2.6,1.46,1.965,1.09,3.63,0.25,1.015,2.18,Type 1
1.35,1.81,2.61,2,0.96,2.53,2.61,2.8,1.66,1.76,1.12,3.82,0.27,0.845,2.24,Type 1
1.305,2.05,3.22,2.5,1.24,2.63,2.68,4.7,1.92,1.79,1.13,3.2,0.46,0.83,2.26,Type 1
1.339,1.77,2.62,1.61,0.93,2.85,2.94,3.4,1.45,2.4,0.92,3.22,0.33,1.195,1.84,Type 1
1.33,1.72,2.14,1.7,0.94,2.4,2.19,2.7,1.35,1.975,1.02,2.77,0.26,1.285,2.04,Type 1
1.387,1.9,2.8,1.94,1.07,2.95,2.97,3.7,1.76,2.25,1.25,3.4,0.36,0.915,2.5,Type 1
1.402,1.68,2.21,1.6,0.96,2.65,2.33,2.6,1.98,2.35,1.04,3.59,0.25,1.035,2.08,Type 1
1.373,1.5,2.7,2.25,1.01,3,3.25,2.9,2.38,2.85,1.19,2.71,0.28,1.285,2.38,Type 1
1.358,1.66,2.36,1.91,1.06,2.86,3.19,2.2,1.95,3.45,1.09,2.88,0.21,1.515,2.18,Type 1
1.368,1.83,2.36,1.72,1.04,2.42,2.69,4.2,1.97,1.92,1.23,2.87,0.41,0.99,2.46,Type 1
1.376,1.53,2.7,1.95,1.32,2.95,2.74,5,1.35,2.7,1.25,3,0.49,1.235,2.5,Type 1
1.351,1.8,2.65,1.9,1.1,2.35,2.53,2.9,1.54,2.1,1.1,2.87,0.28,1.095,2.2,Type 1
1.348,1.81,2.41,2.05,1,2.7,2.98,2.6,1.86,2.55,1.04,3.47,0.25,0.92,2.08,Type 1
1.328,1.64,2.84,1.55,1.1,2.6,2.68,3.4,1.36,2.3,1.09,2.78,0.33,0.88,2.18,Type 1
1.305,1.65,2.55,1.8,0.98,2.45,2.43,2.9,1.44,2.125,1.12,2.51,0.28,1.105,2.24,Type 1
1.307,1.5,2.1,1.55,0.98,2.4,2.64,2.8,1.37,1.85,1.18,2.69,0.27,1.02,2.36,Type 1
1.422,3.99,2.51,1.32,1.28,3,3.04,2,2.08,2.55,0.89,3.53,0.19,0.76,1.78,Type 1
1.356,1.71,2.31,1.62,1.17,3.15,3.29,3.4,2.34,3.065,0.95,3.38,0.33,0.795,1.9,Type 1
1.341,3.84,2.12,1.88,0.9,2.45,2.68,2.7,1.48,2.14,0.91,3,0.26,1.035,1.82,Type 1
1.388,1.89,2.59,1.5,1.01,3.25,3.56,1.7,1.7,2.715,0.88,3.56,0.16,1.095,1.76,Type 1
1.324,3.98,2.29,1.75,1.03,2.64,2.63,3.2,1.66,2.18,0.82,3,0.31,0.68,1.64,Type 1
1.305,1.77,2.1,1.7,1.07,3,3,2.8,2.03,2.52,0.88,3.35,0.27,0.885,1.76,Type 1
1.421,4.04,2.44,1.89,1.11,2.85,2.65,3,1.25,2.62,0.87,3.33,0.29,1.08,1.74,Type 1
1.438,3.59,2.28,1.6,1.02,3.25,3.17,2.7,2.19,2.45,1.04,3.44,0.26,1.065,2.08,Type 1
1.39,1.68,2.12,1.6,1.01,3.1,3.39,2.1,2.14,3.05,0.91,3.33,0.2,0.985,1.82,Type 1
1.41,2.02,2.4,1.88,1.03,2.75,2.92,3.2,2.38,3.1,1.07,2.75,0.31,1.06,2.14,Type 1
1.394,1.73,2.27,1.74,1.08,2.88,3.54,3.2,2.08,4.45,1.12,3.1,0.31,1.26,2.24,Type 1
1.305,1.73,2.04,1.24,0.92,2.72,3.27,1.7,2.91,3.6,1.12,2.91,0.16,1.15,2.24,Type 1
1.383,1.65,2.6,1.72,0.94,2.45,2.99,2.2,2.29,2.8,1.24,3.37,0.21,1.265,2.48,Type 1
1.382,1.75,2.42,1.4,1.11,3.88,3.74,3.2,1.87,3.525,1.01,3.26,0.31,1.19,2.02,Type 1
1.377,1.9,2.68,1.71,1.15,3,2.79,3.9,1.68,3.15,1.13,2.93,0.38,1.375,2.26,Type 1
1.374,1.67,2.25,1.64,1.18,2.6,2.9,2.1,1.62,2.925,0.92,3.2,0.2,1.06,1.84,Type 1
1.356,1.73,2.46,2.05,1.16,2.96,2.78,2,2.45,3.125,0.98,3.03,0.19,1.12,1.96,Type 1
1.422,1.7,2.3,1.63,1.18,3.2,3,2.6,2.03,3.19,0.94,3.31,0.25,0.97,1.88,Type 1
1.329,1.97,2.68,1.68,1.02,3,3.23,3.1,1.66,3,1.07,2.84,0.3,1.27,2.14,Type 1
1.329,1.97,2.68,1.68,1.02,3,3.23,3.1,1.66,3,1.07,2.84,0.3,1.27,2.14,Type 1
1.372,1.43,2.5,1.67,1.08,3.4,3.67,1.9,2.04,3.4,0.89,2.87,0.18,1.285,1.78,Type 1
1.237,0.94,1.36,1.06,0.88,1.98,0.57,2.8,0.42,0.975,1.05,1.82,0.27,0.52,2.1,Type 1
1.233,1.1,2.28,1.6,1.01,2.05,1.09,6.3,0.41,1.635,1.25,1.67,0.62,0.68,2.5,Type 2
1.264,1.36,2.02,1.68,1,2.02,1.41,5.3,0.62,2.875,0.98,1.59,0.52,0.45,1.96,Type 2
1.367,1.25,1.92,1.8,0.94,2.1,1.79,3.2,0.73,1.9,1.23,2.46,0.31,0.63,2.46,Type 2
1.237,1.13,2.16,1.9,0.87,3.5,3.1,1.9,1.87,2.225,1.22,2.87,0.18,0.42,2.44,Type 2
1.217,1.45,2.53,1.9,1.04,1.89,1.75,4.5,1.03,1.475,1.45,2.23,0.44,0.355,2.9,Type 2
1.237,1.21,2.56,1.81,0.98,2.42,2.65,3.7,2.08,2.3,1.19,2.3,0.36,0.678,2.38,Type 2
1.311,1.01,1.7,1.5,0.78,2.98,3.18,2.6,2.28,2.65,1.12,3.18,0.25,0.502,2.24,Type 2
1.237,1.17,1.92,1.96,0.78,2.11,2,2.7,1.04,2.34,1.12,3.48,0.26,0.51,2.24,Type 2
1.334,0.94,2.36,1.7,1.1,2.53,1.3,5.5,0.42,1.585,1.02,1.93,0.54,0.75,2.04,Type 2
1.221,1.19,1.75,1.68,1.51,1.85,1.28,1.4,2.5,1.425,1.28,3.07,0.13,0.718,2.56,Type 2
1.229,1.61,2.21,2.04,1.03,1.1,1.02,3.7,1.46,1.525,0.906,1.82,0.36,0.87,1.812,Type 2
1.386,1.51,2.67,2.5,0.86,2.95,2.86,2.1,1.87,1.69,1.36,3.16,0.2,0.41,2.72,Type 2
1.349,1.66,2.24,2.4,0.87,1.88,1.84,2.7,1.03,1.87,0.98,2.78,0.26,0.472,1.96,Type 2
1.299,1.67,2.6,3,1.39,3.3,2.89,2.1,1.96,1.675,1.31,3.5,0.2,0.985,2.62,Type 2
1.196,1.09,2.3,2.1,1.01,3.38,2.14,1.3,1.65,1.605,0.99,3.13,0.12,0.886,1.98,Type 2
1.166,1.88,1.92,1.6,0.97,1.61,1.57,3.4,1.15,1.9,1.23,2.14,0.33,0.428,2.46,Type 2
1.303,0.9,1.71,1.6,0.86,1.95,2.03,2.4,1.46,2.3,1.19,2.48,0.23,0.392,2.38,Type 2
1.184,2.89,2.23,1.8,1.12,1.72,1.32,4.3,0.95,1.325,0.96,2.52,0.42,0.5,1.92,Type 2
1.233,0.99,1.95,1.48,1.36,1.9,1.85,3.5,2.76,1.7,1.06,2.31,0.34,0.75,2.12,Type 2
1.27,3.87,2.4,2.3,1.01,2.83,2.55,4.3,1.95,1.285,1.19,3.13,0.42,0.463,2.38,Type 2
1.2,0.92,2,1.9,0.86,2.42,2.26,3,1.43,1.25,1.38,3.12,0.29,0.278,2.76,Type 2
1.272,1.81,2.2,1.88,0.86,2.2,2.53,2.6,1.77,1.95,1.16,3.14,0.25,0.714,2.32,Type 2
1.208,1.13,2.51,2.4,0.78,2,1.58,4,1.4,1.1,1.31,2.72,0.39,0.63,2.62,Type 2
1.305,3.86,2.32,2.25,0.85,1.65,1.59,6.1,1.62,2.4,0.84,2.01,0.6,0.515,1.68,Type 2
1.184,0.89,2.58,1.8,0.94,2.2,2.21,2.2,2.35,1.525,0.79,3.08,0.21,0.52,1.58,Type 2
1.267,0.98,2.24,1.8,0.99,2.2,1.94,3,1.46,1.31,1.23,3.16,0.29,0.45,2.46,Type 2
1.216,1.61,2.31,2.28,0.9,1.78,1.69,4.3,1.56,1.225,1.33,2.26,0.42,0.495,2.66,Type 2
1.165,1.67,2.62,2.6,0.88,1.92,1.61,4,1.34,1.3,1.36,3.21,0.39,0.562,2.72,Type 2
1.164,2.06,2.46,2.16,0.84,1.95,1.69,4.8,1.35,1.4,1,2.75,0.47,0.68,2,Type 2
1.208,1.33,2.3,2.36,0.7,2.2,1.59,4.2,1.38,0.87,1.07,3.21,0.41,0.625,2.14,Type 2
1.208,1.83,2.32,1.85,0.81,1.6,1.5,5.2,1.64,1.2,1.08,2.27,0.51,0.48,2.16,Type 2
1.2,1.51,2.42,2.2,0.86,1.45,1.25,5,1.63,1.8,1.05,2.65,0.49,0.45,2.1,Type 2
1.269,1.53,2.26,2.07,0.8,1.38,1.46,5.8,1.62,1.525,0.96,2.06,0.57,0.495,1.92,Type 2
1.229,2.83,2.22,1.8,0.88,2.45,2.25,2.5,1.99,1.075,1.15,3.3,0.24,0.29,2.3,Type 2
1.162,1.99,2.28,1.8,0.98,3.02,2.26,1.7,1.35,1.625,1.16,2.96,0.16,0.345,2.32,Type 2
1.247,1.52,2.2,1.9,1.62,2.5,2.27,3.2,3.28,1.3,1.16,2.63,0.31,0.937,2.32,Type 2
1.181,2.12,2.74,2.15,1.34,1.6,0.99,1.4,1.56,1.25,0.95,2.26,0.13,0.625,1.9,Type 2
1.229,1.41,1.98,1.6,0.85,2.55,2.5,2.9,1.77,1.45,1.23,2.74,0.28,0.428,2.46,Type 2
1.237,1.07,2.1,1.85,0.88,3.52,3.75,2.4,1.95,2.25,1.04,2.77,0.23,0.66,2.08,Type 2
1.229,3.17,2.21,1.8,0.88,2.85,2.99,4.5,2.81,1.15,1.42,2.83,0.44,0.406,2.84,Type 2
1.208,2.08,1.7,1.75,0.97,2.23,2.17,2.6,1.4,1.65,1.27,2.96,0.25,0.71,2.54,Type 2
1.26,1.34,1.9,1.85,0.88,1.45,1.36,2.9,1.35,1.225,1.04,2.77,0.28,0.562,2.08,Type 2
1.234,2.45,2.46,2.1,0.98,2.56,2.11,3.4,1.31,1.4,0.8,3.38,0.33,0.438,1.6,Type 2
1.182,1.72,1.88,1.95,0.86,2.5,1.64,3.7,1.42,1.03,0.94,2.44,0.36,0.415,1.88,Type 2
1.251,1.73,1.98,2.05,0.85,2.2,1.92,3.2,1.48,1.47,1.04,3.57,0.31,0.672,2.08,Type 2
1.242,2.55,2.27,2.2,0.9,1.68,1.84,6.6,1.42,1.35,0.86,3.3,0.65,0.315,1.72,Type 2
1.225,1.73,2.12,1.9,0.8,1.65,2.03,3.7,1.63,1.7,1,3.17,0.36,0.51,2,Type 2
1.272,1.75,2.28,2.25,0.84,1.38,1.76,4.8,1.63,1.65,0.88,2.42,0.47,0.488,1.76,Type 2
1.222,1.29,1.94,1.9,0.92,2.36,2.04,3.9,2.08,1.35,0.86,3.02,0.38,0.312,1.72,Type 2
1.161,1.35,2.7,2,0.94,2.74,2.92,2.9,2.49,1.325,0.96,3.26,0.28,0.68,1.92,Type 2
1.146,3.74,1.82,1.95,1.07,3.18,2.58,2.4,3.58,1.45,0.75,2.81,0.23,0.562,1.5,Type 2
1.252,2.43,2.17,2.1,0.88,2.55,2.27,2.6,1.22,1,0.9,2.78,0.25,0.325,1.8,Type 2
1.176,2.68,2.92,2,1.03,1.75,2.03,6,1.05,1.9,1.23,2.5,0.59,0.607,2.46,Type 2
1.141,0.74,2.5,2.1,0.88,2.48,2.01,4.2,1.44,1.54,1.1,2.31,0.41,0.434,2.2,Type 2
1.208,1.39,2.5,2.25,0.84,2.56,2.29,4.3,1.04,1.45,0.93,3.19,0.42,0.385,1.86,Type 2
1.103,1.51,2.2,2.15,0.85,2.46,2.17,5.2,2.01,0.95,1.71,2.87,0.51,0.407,3.42,Type 2
1.182,1.47,1.99,2.08,0.86,1.98,1.6,3,1.53,0.975,0.95,3.33,0.29,0.495,1.9,Type 2
1.242,1.61,2.19,2.25,1.08,2,2.09,3.4,1.61,1.03,1.06,2.96,0.33,0.345,2.12,Type 2
1.277,3.43,1.98,1.6,0.8,1.63,1.25,4.3,0.83,1.7,0.7,2.12,0.42,0.372,1.4,Type 2
1.2,3.43,2,1.9,0.87,2,1.64,3.7,1.87,0.64,0.93,3.05,0.36,0.564,1.86,Type 2
1.145,2.4,2.42,2,0.96,2.9,2.79,3.2,1.83,1.625,0.8,3.39,0.31,0.625,1.6,Type 2
1.156,2.05,3.23,2.85,1.19,3.18,5.08,4.7,1.87,3,0.93,3.69,0.46,0.465,1.86,Type 2
1.242,4.43,2.73,2.65,1.02,2.2,2.13,4.3,1.71,1.04,0.92,3.12,0.42,0.365,1.84,Type 2
1.305,5.8,2.13,2.15,0.86,2.62,2.65,3,2.01,1.3,0.73,3.1,0.29,0.38,1.46,Type 2
1.187,4.31,2.39,2.1,0.82,2.86,3.03,2.1,2.91,1.4,0.75,3.64,0.2,0.38,1.5,Type 2
1.207,2.16,2.17,2.1,0.85,2.6,2.65,3.7,1.35,1.38,0.86,3.28,0.36,0.378,1.72,Type 2
1.243,1.53,2.29,2.15,0.86,2.74,3.15,3.9,1.77,1.97,0.69,2.84,0.38,0.352,1.38,Type 2
1.179,2.13,2.78,2.85,0.92,2.13,2.24,5.8,1.76,1.5,0.97,2.44,0.57,0.466,1.94,Type 2
1.204,4.3,2.38,2.2,0.8,2.1,1.75,4.2,1.35,1.3,0.79,2.57,0.41,0.58,1.58,Type 2
1.286,1.35,2.32,1.8,1.22,1.51,1.25,2.1,0.94,2.05,0.76,1.29,0.2,0.63,1.52,Type 3
1.288,2.99,2.4,2,1.04,1.3,1.22,2.4,0.83,2.7,0.74,1.42,0.23,0.53,1.48,Type 3
1.281,2.31,2.4,2.4,0.98,1.15,1.09,2.7,0.83,2.85,0.66,1.36,0.26,0.56,1.32,Type 3
1.27,3.55,2.36,2.15,1.06,1.7,1.2,1.7,0.84,2.5,0.78,1.29,0.16,0.6,1.56,Type 3
1.251,1.24,2.25,1.75,0.85,2,0.58,6,1.25,2.725,0.75,1.51,0.59,0.65,1.5,Type 3
1.26,2.46,2.2,1.85,0.94,1.62,0.66,6.3,0.94,3.55,0.73,1.58,0.62,0.695,1.46,Type 3
1.225,4.72,2.54,2.1,0.89,1.38,0.47,5.3,0.8,1.925,0.75,1.27,0.52,0.72,1.5,Type 3
1.253,5.51,2.64,2.5,0.96,1.79,0.6,6.3,1.1,2.5,0.82,1.69,0.62,0.515,1.64,Type 3
1.349,3.59,2.19,1.95,0.88,1.62,0.48,5.8,0.88,2.85,0.81,1.82,0.57,0.58,1.62,Type 3
1.284,2.96,2.61,2.4,1.01,2.32,0.6,5.3,0.81,2.46,0.89,2.15,0.52,0.59,1.78,Type 3
1.293,2.81,2.7,2.1,0.96,1.54,0.5,5.3,0.75,2.3,0.77,2.31,0.52,0.6,1.54,Type 3
1.336,2.56,2.35,2,0.89,1.4,0.5,3.7,0.64,2.8,0.7,2.47,0.36,0.78,1.4,Type 3
1.352,3.17,2.72,2.35,0.97,1.55,0.52,5,0.55,2.175,0.89,2.06,0.49,0.52,1.78,Type 3
1.362,4.95,2.35,2,0.92,2,0.8,4.7,1.02,2.2,0.91,2.05,0.46,0.55,1.82,Type 3
1.225,3.88,2.2,1.85,1.12,1.38,0.78,2.9,1.14,4.105,0.65,2,0.28,0.855,1.3,Type 3
1.316,3.57,2.15,2.1,1.02,1.5,0.55,4.3,1.3,2,0.6,1.68,0.42,0.83,1.2,Type 3
1.388,5.04,2.23,2,0.8,0.98,0.34,4,0.68,2.45,0.58,1.33,0.39,0.415,1.16,Type 3
1.287,4.61,2.48,2.15,0.86,1.7,0.65,4.7,0.86,3.825,0.54,1.86,0.46,0.625,1.08,Type 3
1.332,3.24,2.38,2.15,0.92,1.93,0.76,4.5,1.25,4.21,0.55,1.62,0.44,0.65,1.1,Type 3
1.308,3.9,2.36,2.15,1.13,1.41,1.39,3.4,1.14,4.7,0.57,1.33,0.33,0.55,1.14,Type 3
1.35,3.12,2.62,2.4,1.23,1.4,1.57,2.2,1.25,4.3,0.59,1.3,0.21,0.5,1.18,Type 3
1.279,2.67,2.48,2.2,1.12,1.48,1.36,2.4,1.26,5.4,0.48,1.47,0.23,0.48,0.96,Type 3
1.311,1.9,2.75,2.55,1.16,2.2,1.28,2.6,1.56,3.55,0.61,1.33,0.25,0.425,1.22,Type 3
1.323,3.3,2.28,1.85,0.98,1.8,0.83,6.1,1.87,5.26,0.56,1.51,0.6,0.675,1.12,Type 3
1.258,1.29,2.1,2,1.03,1.48,0.58,5.3,1.4,3.8,0.58,1.55,0.52,0.64,1.16,Type 3
1.317,5.19,2.32,2.2,0.93,1.74,0.63,6.1,1.55,3.95,0.6,1.48,0.6,0.725,1.2,Type 3
1.384,4.12,2.38,1.95,0.89,1.8,0.83,4.8,1.56,4.505,0.57,1.64,0.47,0.48,1.14,Type 3
1.245,3.03,2.64,2.7,0.97,1.9,0.58,6.3,1.14,3.75,0.67,1.73,0.62,0.88,1.34,Type 3
1.434,1.68,2.7,2.5,0.98,2.8,1.31,5.3,2.7,6.5,0.57,1.96,0.52,0.66,1.14,Type 3
1.348,1.67,2.64,2.25,0.89,2.6,1.1,5.2,2.29,5.875,0.57,1.78,0.51,0.62,1.14,Type 3
1.236,3.83,2.38,2.1,0.88,2.3,0.92,5,1.04,3.825,0.56,1.58,0.49,0.52,1.12,Type 3
1.369,3.26,2.54,2,1.07,1.83,0.56,5,0.8,2.94,0.96,1.82,0.49,0.68,1.92,Type 3
1.285,3.27,2.58,2.2,1.06,1.65,0.6,6,0.96,2.79,0.87,2.11,0.59,0.57,1.74,Type 3
1.296,3.45,2.35,1.85,1.06,1.39,0.7,4,0.94,2.64,0.68,1.75,0.39,0.675,1.36,Type 3
1.378,2.76,2.3,2.2,0.9,1.35,0.68,4.1,1.03,4.79,0.7,1.68,0.4,0.615,1.4,Type 3
1.373,4.36,2.26,2.25,0.88,1.28,0.47,5.2,1.15,3.31,0.78,1.75,0.51,0.52,1.56,Type 3
1.345,3.7,2.6,2.3,1.11,1.7,0.92,4.3,1.46,5.34,0.85,1.56,0.42,0.695,1.7,Type 3
1.282,3.37,2.3,1.95,0.88,1.48,0.66,4,0.97,5.13,0.72,1.75,0.39,0.685,1.44,Type 3
1.358,2.58,2.69,2.45,1.05,1.55,0.84,3.9,1.54,4.33,0.74,1.8,0.38,0.75,1.48,Type 3
1.34,4.6,2.86,2.5,1.12,1.98,0.96,2.7,1.11,4.25,0.67,1.92,0.26,0.63,1.34,Type 3
1.22,3.03,2.32,1.9,0.96,1.25,0.49,4,0.73,2.75,0.66,1.83,0.39,0.51,1.32,Type 3
1.277,2.39,2.28,1.95,0.86,1.39,0.51,4.8,0.64,4.9499995,0.57,1.63,0.47,0.47,1.14,Type 3
1.416,2.51,2.48,2,0.91,1.68,0.7,4.4,1.24,4.85,0.62,1.71,0.43,0.66,1.24,Type 3
1.371,5.65,2.45,2.05,0.95,1.68,0.61,5.2,1.06,3.85,0.64,1.74,0.51,0.74,1.28,Type 3
1.34,3.91,2.48,2.3,1.02,1.8,0.75,4.3,1.41,3.65,0.7,1.56,0.42,0.75,1.4,Type 3
1.327,4.28,2.26,2,1.2,1.59,0.69,4.3,1.35,5.1,0.59,1.56,0.42,0.835,1.18,Type 3
1.317,2.59,2.37,2,1.2,1.65,0.68,5.3,1.46,4.65,0.6,1.62,0.52,0.84,1.2,Type 3
1.413,4.1,2.74,2.45,0.96,2.05,0.76,5.6,1.35,4.6,0.61,1.6,0.55,0.56,1.22,Type 3
1.285,3.27,2.58,2.2,1.06,1.65,0.6,6,0.96,2.79,0.87,2.11,0.59,0.57,1.74,Type 3
1.296,3.45,2.35,1.85,1.06,1.39,0.7,4,0.94,2.64,0.68,1.75,0.39,0.675,1.36,Type 3
